OQ565547.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565546.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565545.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565544.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565543.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565542.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565541.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565540.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565539.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565538.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565537.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565536.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565535.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565534.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565533.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565532.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565531.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565530.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565529.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565528.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565527.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565526.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565525.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565524.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565523.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565522.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565521.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565520.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565519.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565518.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565517.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565516.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565515.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565514.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565513.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565512.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565511.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565510.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565509.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565508.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565507.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565506.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565505.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565504.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565503.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565502.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565501.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565500.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565499.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565498.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565497.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565496.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565495.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565494.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565493.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565492.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565491.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565490.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
OQ565489.1	Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Orthopoxvirus;Monkeypox virus
